NH3_ug_m3,temperature_C,humidity_%,SO2_ug_m3
9.217,12.68,46.81,5.037
10.253,12.77,52.57,6.957
7.211,12.7,62.55,3.293
9.218,11.13,59.36,8.197
9.326,8.79,53.24,3.615
11.142,13.12,50.45,4.206
8.814,12.33,39.49,6.666
8.74,12.44,42.67,4.612
7.08,14.96,43.18,5.757
6.482,16.97,40.69,10.964
7.523,13.07,41.89,8.841
8.623,18.24,48.76,7.019
9.248,17.22,42.2,9.907
10.22,20.56,44.27,9.734
8.432,20.91,50.25,6.72
9.677,22.02,43.54,5.931
9.498,20.83,47.93,9.669
10.263,19.01,50.41,8.487
9.209,20.22,55.52,8.415
12.801,20.45,55.57,9.463
10.066,20.15,56.97,8.663
11.617,16.32,56.36,8.039
14.075,17.66,55.01,8.14
9.438,14.36,61.46,7.073
9.322,14.36,56.87,7.46
8.147,12.28,59.43,6.136
10.061,12.32,50.85,7.576
11.531,12.67,50.7,10.032
7.861,10.04,50.2,8.941
10.048,10.87,48.5,6.323
10.918,12.4,50.1,6.8
10.493,15.86,43.71,9.149
11.033,12.98,47.14,9.602
6.738,17.67,44.86,7.035
10.315,18.92,42.66,11.837
9.023,17.69,39.55,11.376
9.096,18.66,47.18,8.618
8.556,19.22,41.72,10.659
9.934,20.76,47.0,10.637
10.174,19.65,48.8,8.983
9.635,21.42,50.26,10.631
8.124,23.14,51.6,9.355
11.015,20.11,51.8,7.327
11.679,19.76,50.27,12.31
9.813,16.97,63.63,7.419
10.628,18.26,56.84,7.125
10.079,16.83,58.57,11.097
9.12,15.3,58.27,6.893
11.867,13.75,62.39,10.234
8.63,12.63,64.47,8.536
11.257,12.79,55.72,6.131
10.237,11.65,52.53,8.62
8.784,11.98,46.38,8.926
9.34,12.03,43.03,9.965
9.141,13.62,39.78,9.585
9.086,13.87,42.04,8.317
6.63,14.33,35.59,9.205
9.324,17.13,47.47,7.599
11.088,17.1,44.57,11.069
8.854,19.46,42.14,8.136
7.869,19.83,48.39,10.003
9.398,17.92,40.94,8.702
9.456,22.49,43.6,11.591
8.429,21.59,41.07,10.057
9.467,21.54,53.98,9.941
10.572,21.76,49.71,9.604
10.352,20.51,54.94,11.361
10.379,20.41,60.55,10.102
10.572,18.39,63.29,8.369
11.464,19.42,58.49,7.023
10.235,16.46,60.42,8.434
9.817,14.84,54.99,7.23
12.792,12.99,64.54,6.555
9.655,13.38,55.87,6.454
10.55,12.49,55.2,3.683
13.231,12.23,51.32,6.941
8.631,10.45,55.47,6.765
8.386,9.93,49.4,5.886
10.272,13.1,49.72,6.387
7.228,14.93,46.43,7.324
10.467,12.95,42.86,8.258
11.152,17.3,46.67,9.347
10.303,17.02,44.06,8.432
8.589,17.97,39.1,8.411
9.769,18.71,39.79,9.89
9.951,18.56,45.61,7.398
8.599,22.2,50.3,9.989
8.349,20.58,55.16,9.166
12.058,20.75,43.57,11.394
9.826,22.7,52.85,11.62
8.193,18.75,56.63,7.881
11.831,18.39,57.51,8.333
9.481,19.16,61.64,9.21
11.755,18.33,61.02,6.949
11.657,17.26,54.73,6.727
12.355,15.03,54.34,8.808
10.809,17.22,58.85,9.277
10.212,12.87,60.29,6.354
12.526,12.08,55.25,8.58
9.495,10.9,46.43,8.065
10.449,11.92,46.29,6.724
9.379,12.68,51.17,8.285
10.362,13.88,45.08,7.941
10.021,11.45,45.29,7.174
7.644,13.97,47.81,9.137
8.642,16.01,37.94,9.318
11.648,17.47,40.82,11.299
11.173,18.07,40.66,11.123
8.046,19.92,44.97,10.1
10.439,19.33,47.91,11.551
9.498,22.97,40.55,6.79
11.661,22.79,48.38,10.146
9.887,20.16,53.95,9.565
9.577,20.31,45.13,10.944
8.852,19.84,54.22,6.772
11.032,21.12,51.27,6.233
10.62,17.73,54.84,5.604
10.912,17.67,48.18,7.731
10.656,17.32,64.04,9.243
10.468,15.4,56.78,5.065
11.2,14.58,54.17,6.834
10.683,11.96,57.44,7.173
8.35,13.15,50.3,7.049
9.358,11.2,48.0,6.106
10.699,11.47,56.32,6.368
8.58,12.31,55.44,8.274
7.626,12.65,43.91,7.038
5.913,13.35,48.89,6.407
9.847,13.46,44.77,7.265
7.067,15.2,36.89,11.66
6.989,16.86,38.56,8.284
7.494,16.5,48.75,7.933
6.193,18.8,37.64,10.017
9.219,20.86,53.74,6.628
11.632,19.65,43.99,9.703
6.624,23.07,54.53,9.507
9.179,23.38,49.05,10.057
9.517,20.19,55.55,7.18
11.076,22.82,59.86,8.521
11.433,20.22,61.49,9.59
10.681,19.86,54.87,7.068
8.276,17.56,54.57,10.627
9.878,17.96,57.95,5.766
9.233,16.05,52.8,7.648
8.489,13.38,58.16,5.058
9.618,11.92,52.65,5.317
10.183,10.77,58.61,9.784
11.192,12.25,50.07,6.481
8.249,12.63,43.11,7.258
8.048,12.9,53.61,5.778
8.075,12.47,46.81,6.703
8.977,12.02,44.54,7.994
9.631,13.63,47.53,7.289
8.039,17.03,45.84,7.889
8.243,16.36,39.03,9.148
7.212,18.41,40.55,11.826
8.255,18.15,38.7,8.603
8.091,20.88,38.57,9.857
5.152,20.73,48.4,9.547
8.117,23.03,49.58,9.853
6.746,22.87,53.12,7.045
9.012,21.18,57.28,8.474
11.159,21.12,57.18,11.217
9.875,19.82,59.19,6.202
9.16,17.74,48.7,7.369
10.029,17.21,56.58,9.919
8.106,17.18,61.94,6.26
10.456,16.04,53.14,7.822
9.044,14.62,57.38,8.836
9.161,13.05,57.82,6.12
9.259,13.73,55.85,5.399
10.237,12.19,53.63,4.179
9.115,12.88,52.28,6.489
10.555,10.08,48.54,8.542
9.699,8.0,40.04,6.389
7.322,13.84,46.26,8.364
10.505,12.82,44.1,8.375
9.705,15.49,36.36,11.058
8.154,16.67,47.41,10.481
8.582,20.23,44.3,9.035
10.242,20.01,37.44,11.919
9.632,20.77,40.96,9.586
6.853,22.37,43.63,9.655
8.543,22.31,45.56,7.589
8.607,21.49,51.06,9.839
9.121,23.15,48.05,10.677
9.034,20.03,58.4,9.985
10.161,20.96,59.73,7.938
13.214,17.68,59.29,9.057
10.755,18.57,57.79,9.585
11.272,17.27,61.64,9.908
10.827,17.75,56.51,11.498
10.3,12.66,53.92,6.289
9.519,12.78,60.31,7.101
10.197,13.69,55.16,6.252
10.502,12.61,49.22,5.655
10.684,12.34,48.03,6.971
8.364,11.15,44.68,4.567
7.627,12.09,53.79,7.075
8.164,15.08,44.06,8.716
8.453,14.56,43.4,9.733
5.785,16.28,44.86,7.819
5.372,16.99,36.84,10.671
7.697,17.0,46.36,7.036
8.848,20.75,40.34,10.773
7.691,21.26,51.36,9.396
7.502,24.22,44.45,8.635
6.346,20.74,51.78,6.086
8.965,23.11,39.71,8.963
9.664,20.38,47.07,8.428
9.629,21.64,52.53,6.764
9.861,21.83,47.23,8.813
7.507,17.14,59.03,8.959
11.501,18.17,58.68,9.043
11.02,16.45,53.74,7.281
10.444,14.99,57.36,8.391
9.922,15.09,59.85,9.818
9.336,14.93,46.94,9.571
8.389,12.63,48.61,8.772
8.8,12.54,50.43,8.159
7.563,12.35,49.61,8.285
11.142,12.39,47.21,9.205
8.798,11.58,49.07,7.768
9.774,15.01,45.77,7.783
8.807,15.07,45.37,6.136
9.463,16.4,36.23,8.51
8.713,16.25,42.09,6.619
11.378,17.96,40.56,10.215
8.414,19.5,48.43,8.22
6.809,18.91,44.55,9.875
9.816,19.52,42.84,8.718
7.798,21.32,50.85,8.661
11.454,22.84,51.77,11.406
6.86,21.26,48.3,6.626
7.335,20.32,52.12,9.909
10.31,19.77,53.84,9.093
11.027,19.17,61.35,9.151
10.688,18.09,58.05,8.931
9.918,19.81,60.42,9.119
8.789,17.19,55.27,9.45
9.715,15.95,57.78,5.094
10.657,15.08,60.38,8.753
7.312,11.69,52.07,6.424
7.558,10.92,52.04,6.675
10.553,10.98,43.88,6.604
8.142,14.08,44.2,6.146
9.911,12.32,43.99,5.704
7.898,12.27,39.43,9.036
8.052,14.29,47.69,9.441
6.27,15.73,38.25,9.291
9.565,17.63,44.48,11.236
7.791,18.9,42.35,11.027
8.96,18.81,42.53,10.287
10.487,21.67,49.62,11.594
9.594,20.87,36.29,10.82
10.55,21.95,46.48,10.346
9.435,23.13,45.01,8.885
10.504,21.37,43.56,9.556
8.228,20.95,48.55,9.305
11.132,21.55,55.06,8.012
9.829,18.78,53.36,9.21
10.349,18.14,60.64,7.846
11.897,17.97,56.48,10.4
11.631,18.48,55.76,7.258
8.942,15.53,54.98,11.045
9.618,14.34,54.59,6.552
12.552,13.61,51.66,5.925
8.747,11.19,48.0,8.625
9.189,12.54,53.11,9.021
8.965,12.54,44.58,7.821
9.193,13.46,43.62,7.915
10.984,14.0,45.21,7.915
8.237,15.36,43.5,7.534
10.372,15.73,37.85,8.209
9.494,17.47,44.17,8.723
8.725,17.22,43.57,10.59
9.152,19.52,42.93,12.329
9.727,22.6,41.77,8.41
9.133,22.11,43.52,6.981
8.723,22.2,46.27,13.466
7.469,24.68,44.22,8.335
10.87,20.6,51.06,7.008
12.129,20.4,56.72,10.604
5.878,22.99,58.31,9.703
9.329,19.96,54.56,10.224
11.26,18.4,61.13,5.323
7.61,15.96,64.77,6.479
11.768,16.64,55.61,8.995
10.802,15.55,58.85,8.908
9.943,12.55,45.76,7.128
8.744,12.9,48.12,4.097
9.258,12.17,51.59,9.205
8.407,12.8,44.95,6.504
10.808,11.32,55.06,8.325
39.932,14.67,47.37,52.374
6.802,15.06,47.18,5.954
7.93,14.56,41.93,8.214
8.359,15.94,37.23,8.26
8.892,17.33,38.9,11.471
7.971,17.85,42.26,4.566
8.577,19.46,39.49,10.265
9.225,20.7,46.0,10.324
10.305,23.76,47.82,11.424
6.772,23.46,46.92,10.71
9.385,23.62,41.67,8.733
9.543,22.77,57.9,9.841
11.286,20.48,52.12,9.08
10.402,20.98,65.47,6.812
10.889,21.16,58.51,6.954
10.865,17.28,55.86,8.639
9.652,18.26,58.77,9.272
9.925,18.99,48.62,7.052
10.388,16.27,60.01,5.406
11.957,15.66,64.9,7.772
10.06,13.43,44.62,6.058
9.871,13.83,49.9,5.799
10.328,11.73,48.38,5.535
9.203,13.71,50.23,9.244
5.269,14.04,53.23,8.595
6.492,14.4,44.68,9.596
6.519,16.67,50.44,9.946
7.839,15.65,41.76,9.368
10.167,17.36,42.61,9.717
11.949,19.0,42.39,8.631
7.535,18.85,46.75,7.19
9.237,21.4,41.46,11.093
6.917,19.86,48.07,7.997
9.631,23.67,41.81,9.272
10.747,22.64,47.66,10.135
8.024,21.79,48.32,8.692
7.766,20.92,53.15,7.471
5.749,20.84,53.19,9.277
10.679,20.91,60.26,5.017
8.83,19.54,53.01,9.13
8.859,16.74,49.88,7.472
7.529,15.28,51.1,7.958
8.998,15.88,59.71,6.731
11.426,13.19,50.58,6.423
10.325,13.33,54.39,7.119
9.039,12.91,49.69,5.401
6.522,13.06,51.93,7.534
7.987,13.88,45.64,6.718
10.262,11.84,55.69,4.886
5.678,11.85,50.57,8.41
9.724,14.5,40.44,10.395
9.366,18.55,39.1,7.341
10.173,20.11,53.16,7.372
9.669,21.17,36.59,9.491
10.505,19.95,41.48,12.197
8.339,19.08,43.06,8.514
10.538,19.2,44.62,12.869
6.039,21.78,39.61,8.758
8.323,22.45,50.62,10.416
12.138,24.07,46.82,9.552
9.812,23.05,58.38,9.135
9.128,21.49,48.46,8.46
13.693,19.11,55.8,11.677
11.239,17.82,47.49,7.106
11.542,17.99,48.01,6.897
9.61,17.23,53.0,8.554
8.345,15.65,52.77,11.208
9.971,12.91,60.15,8.276
10.218,14.13,52.47,9.139
6.67,13.36,55.87,8.035
4.54,11.49,46.95,7.952
10.056,12.01,48.82,8.478
11.113,14.27,41.56,6.604
7.556,13.96,39.63,5.039
8.343,17.19,34.25,9.046
7.464,17.09,42.08,11.515
9.339,17.19,41.51,10.676
10.006,19.06,43.85,9.26
9.556,20.35,42.4,8.207
10.786,20.44,50.91,11.846
6.91,21.01,45.17,10.647
8.482,23.45,50.36,12.857
8.563,23.79,47.17,10.551
7.42,23.33,46.9,4.255
11.608,23.93,55.34,8.348
9.872,20.66,53.76,12.76
9.118,22.29,58.72,8.357
9.356,17.99,57.6,8.415
8.901,16.56,53.29,5.282
10.642,14.37,60.49,8.708
8.361,14.74,51.91,7.634
8.001,13.64,56.62,5.353
8.49,14.08,57.59,6.721
9.01,13.24,49.0,7.428
10.56,11.44,52.93,7.665
10.263,12.57,47.82,5.668
8.97,13.1,47.71,7.822
8.214,12.21,39.3,8.446
6.843,14.2,42.23,8.646
7.106,15.66,34.94,9.974
8.98,19.59,47.15,9.965
9.131,19.4,32.52,11.354
8.228,21.17,39.95,12.77
9.176,19.61,38.92,10.252
7.849,23.64,47.0,8.607
7.697,24.27,53.93,8.596
10.412,20.48,50.92,8.966
10.995,21.86,62.22,8.327
11.422,22.8,46.79,10.089
7.146,22.18,48.75,5.931
9.323,19.56,51.66,5.983
13.985,18.8,56.51,8.553
9.878,17.16,52.19,6.772
11.759,16.71,53.02,9.834
8.759,16.81,57.71,4.679
10.12,13.41,49.0,7.501
8.33,14.75,47.77,8.61
8.473,12.11,48.78,8.336
6.742,11.95,46.92,8.252
7.508,14.12,50.11,7.732
6.327,14.75,40.54,8.27
7.527,15.46,39.6,8.757
6.504,13.89,43.54,7.464
6.89,16.12,43.62,7.845
7.48,18.96,45.86,5.382
8.703,19.32,42.29,9.524
7.721,19.18,41.73,9.74
7.897,22.06,44.78,9.331
9.273,21.44,43.07,11.433
9.37,24.95,44.97,11.822
9.334,24.83,41.05,10.714
10.687,23.53,53.79,10.17
9.932,23.93,52.99,8.624
9.345,21.58,56.91,7.826
10.4,21.39,43.81,8.613
8.121,21.04,55.68,6.926
12.93,18.27,52.72,8.318
9.761,16.37,61.87,7.759
9.181,13.43,57.53,6.713
10.454,14.34,54.74,8.415
10.446,14.63,50.41,7.138
9.794,14.28,51.8,6.656
9.382,13.67,44.27,10.465
11.33,12.59,45.52,5.286
8.337,11.37,41.67,10.051
8.109,13.94,51.39,8.015
5.775,15.2,46.94,3.538
11.944,16.4,44.51,6.349
8.252,18.81,34.02,8.116
8.036,21.75,43.71,7.807
9.701,20.72,41.81,9.532
9.211,21.34,47.22,9.264
7.869,22.09,45.27,13.806
10.44,23.05,45.89,9.241
8.586,22.07,48.92,8.776
7.221,23.04,42.83,7.311
8.771,22.94,48.92,8.974
10.688,21.86,55.14,8.161
9.252,21.12,59.47,7.109
8.709,19.88,53.51,6.319
10.023,15.94,55.82,6.962
10.173,17.54,49.31,9.192
9.105,14.76,60.75,8.989
9.805,13.22,58.1,7.78
8.511,12.41,54.59,6.979
6.683,13.76,51.68,7.323
7.859,12.9,54.04,7.889
7.759,11.32,42.54,7.315
7.434,14.41,40.18,8.828
6.749,12.9,46.42,8.067
7.961,15.83,44.88,9.171
7.449,17.16,35.33,6.851
7.328,19.23,37.71,6.214
8.697,21.6,46.86,7.859
8.651,19.03,42.55,10.75
10.035,21.64,45.32,9.772
7.004,22.17,39.2,10.713
7.212,23.52,48.39,11.867
9.873,23.43,42.15,6.446
9.465,22.57,41.98,10.544
12.245,21.97,54.74,9.812
7.048,20.36,59.23,10.262
6.929,21.85,53.75,5.359
9.368,20.01,53.37,6.878
7.308,19.27,62.68,9.964
8.606,16.5,54.78,7.149
9.46,14.88,54.5,8.274
8.594,13.34,60.27,8.615
10.656,14.27,50.42,8.959
10.099,12.09,47.29,3.663
8.255,15.48,50.95,6.171
6.65,11.87,42.77,5.711
7.22,14.26,43.11,8.553
7.457,16.61,36.75,9.584
11.445,16.48,41.5,7.119
9.927,17.18,40.23,7.847
6.109,17.1,43.56,10.99
8.13,17.9,43.39,9.976
8.231,21.69,42.96,9.68
7.781,23.61,43.6,13.203
10.371,22.07,43.39,9.797
7.249,21.73,48.05,8.848
7.95,20.32,43.23,6.794
8.952,21.92,40.36,4.683
10.773,22.46,56.33,11.878
7.024,23.72,56.04,6.356
9.629,21.57,54.1,8.473
10.948,19.93,59.71,6.648
10.579,17.79,52.76,4.168
11.292,16.27,52.59,9.075
7.397,17.45,51.24,7.08
8.495,14.97,55.61,4.868
8.674,11.41,45.35,6.274
9.782,12.63,46.69,5.141
9.39,12.33,48.7,7.106
9.959,12.88,40.65,10.357
9.598,14.71,40.9,8.566
10.659,14.7,33.03,6.472
9.67,15.77,43.03,9.845
8.099,18.65,37.06,9.461
8.226,17.53,35.14,8.141
7.771,21.9,34.63,11.47
10.623,20.06,38.94,11.062
9.715,22.01,35.56,11.03
7.773,22.36,51.31,7.644
11.064,23.34,35.93,11.856
7.618,23.9,45.74,11.639
8.4,23.71,50.04,7.398
8.458,21.79,48.44,7.814
9.535,20.55,54.04,10.51
10.32,23.87,51.27,11.552
11.273,19.08,61.39,12.07
8.799,19.2,51.06,6.972
9.525,15.14,45.86,9.579
10.202,15.53,49.27,9.926
11.905,14.68,54.74,9.217
8.671,14.6,51.07,4.436
8.775,10.27,52.62,7.751
8.735,13.66,49.4,4.904
10.931,12.25,42.78,10.641
9.667,14.52,41.44,9.349
7.957,13.68,40.2,8.724
10.529,14.94,48.01,8.391
8.697,16.84,42.43,10.828
10.634,17.2,46.96,7.382
8.621,19.19,43.03,10.484
7.485,19.53,40.21,12.085
8.918,19.8,37.66,10.215
5.991,24.02,44.2,13.076
6.911,21.74,45.08,12.12
9.242,23.25,47.02,12.182
10.247,24.2,48.63,10.366
9.821,22.06,43.19,12.422
10.084,21.01,58.1,12.948
10.448,21.24,54.12,7.875
7.907,21.1,49.47,9.514
11.914,17.06,57.32,8.919
8.707,16.99,51.7,8.8
10.286,13.88,56.57,7.293
11.766,14.46,56.58,9.433
10.587,14.17,55.47,11.006
11.99,12.61,48.82,6.856
8.282,13.02,45.6,7.41
5.527,12.04,42.69,8.19
10.658,14.33,40.37,9.173
9.368,16.3,41.53,9.112
7.847,14.75,39.49,9.91
8.503,16.52,36.23,10.085
9.98,19.17,34.68,11.196
8.612,21.31,39.1,12.192
8.514,19.27,38.59,12.425
9.733,21.9,37.04,10.87
7.159,23.23,46.58,9.947
7.136,23.27,52.28,8.346
9.441,20.59,51.11,9.168
8.542,23.99,46.45,12.524
9.457,24.72,51.06,11.617
7.809,22.24,59.08,9.597
11.64,19.83,49.49,10.148
9.0,19.24,58.12,7.737
10.013,20.69,49.47,6.653
10.915,18.36,61.72,8.703
9.837,16.83,52.47,9.046
8.006,15.46,61.83,4.83
11.279,13.44,58.17,7.461
10.455,13.49,48.9,9.611
11.897,13.57,44.25,8.933
7.108,14.49,45.83,7.677
7.407,16.14,42.4,6.949
9.261,16.47,39.86,12.238
10.036,14.46,33.56,11.952
7.63,17.64,37.34,9.975
11.528,19.55,34.68,7.783
7.691,20.7,41.6,11.035
9.376,20.41,44.16,12.071
10.504,25.7,44.43,9.252
7.074,21.46,44.49,6.233
6.858,22.19,41.64,9.242
12.089,23.94,47.95,10.093
10.647,26.03,52.37,12.411
11.232,21.99,48.78,11.433
9.933,21.88,53.26,11.457
13.136,22.46,53.47,9.312
7.969,19.94,61.5,8.796
8.932,18.26,58.53,8.482
11.266,18.05,57.29,9.991
8.899,16.49,47.19,9.71
8.37,16.37,53.47,9.248
10.066,15.88,50.5,10.448
7.512,14.2,48.54,6.103
8.653,14.12,40.74,9.268
6.7,14.19,40.57,8.414
9.355,15.02,42.72,8.037
9.214,15.3,45.79,7.793
8.877,16.26,37.7,9.498
9.288,18.91,37.67,11.069
9.958,20.58,46.12,9.136
7.199,18.25,38.08,13.687
10.265,21.28,39.55,12.86
9.853,21.47,40.88,11.487
10.587,22.72,37.61,9.536
8.604,24.08,47.21,9.196
9.865,24.57,44.38,12.66
9.61,23.46,48.94,10.119
9.409,20.8,52.77,8.148
8.604,21.14,60.42,8.433
8.523,22.34,48.65,9.058
9.038,16.77,58.18,7.133
11.182,20.19,58.47,6.116
10.081,18.1,52.17,8.371
10.771,17.84,56.32,8.965
9.566,14.99,59.22,5.044
9.653,11.96,47.93,6.894
9.906,14.45,50.03,7.256
8.728,15.4,48.49,9.675
12.459,15.15,46.93,7.58
8.324,13.74,45.94,7.434
9.249,15.43,41.88,10.405
7.7,15.73,41.99,6.748
9.897,16.59,35.49,9.056
6.451,20.01,39.52,10.38
8.191,18.72,37.23,12.017
9.342,20.29,35.02,6.898
8.213,21.08,39.17,8.634
8.103,21.41,43.94,9.108
8.81,23.87,46.54,10.608
10.121,25.26,41.79,7.121
9.729,23.47,45.19,12.887
9.081,21.39,53.77,8.395
7.797,23.41,54.56,9.248
12.425,23.39,57.34,10.3
10.617,19.38,60.07,7.173
9.866,18.29,57.02,7.083
11.701,18.19,52.94,7.649
5.912,18.31,54.25,10.469
9.071,14.71,59.16,5.325
7.744,12.94,61.92,6.91
5.677,14.79,50.79,5.563
8.428,14.93,48.89,8.516
12.247,14.15,47.58,8.332
7.827,13.97,42.84,9.65
9.672,16.63,45.74,10.393
6.668,17.1,43.85,11.961
6.311,16.75,40.43,11.433
8.625,19.03,37.47,6.816
7.716,18.64,32.93,12.226
7.833,22.29,42.75,9.337
8.171,22.19,41.94,10.088
8.227,22.78,39.79,11.545
8.751,23.76,40.15,11.726
9.573,24.02,49.39,9.223
9.868,24.87,42.41,11.901
9.963,24.01,51.94,7.537
8.768,22.32,55.78,8.435
10.775,22.38,55.87,7.105
12.86,20.74,52.91,9.248
10.232,18.46,49.75,6.043
11.828,17.52,56.82,7.916
7.727,16.29,58.47,4.568
10.338,16.04,50.11,8.816
8.227,14.2,52.77,7.648
4.974,13.67,55.14,5.602
10.675,16.43,47.98,8.335
7.784,15.37,42.97,8.322
10.531,13.83,46.79,8.83
9.532,16.22,38.02,8.258
10.033,16.71,34.5,10.153
7.266,18.25,42.15,9.361
5.858,19.23,37.0,9.36
10.019,21.79,37.63,8.607
8.258,21.98,37.19,10.818
8.794,22.53,39.08,9.029
9.353,24.65,48.24,10.043
8.245,24.18,51.2,7.972
7.972,24.22,53.81,10.984
8.545,24.28,53.06,8.035
9.152,23.29,52.49,11.476
6.815,22.62,46.55,11.225
8.039,20.87,52.8,10.543
9.113,19.46,62.98,6.389
11.971,17.87,52.88,8.994
7.571,16.11,60.41,8.098
12.477,15.51,53.77,6.79
7.749,15.33,41.57,9.04
8.906,14.86,53.19,7.606
5.412,13.91,53.76,6.064
11.196,11.34,46.31,6.508
5.507,16.23,49.37,9.119
7.617,16.15,35.84,9.348
6.936,16.17,35.31,8.096
9.502,18.96,40.4,11.902
8.518,16.7,40.69,8.751
9.181,21.44,43.94,11.408
9.033,19.31,41.34,11.971
10.489,21.96,34.81,10.091
7.349,21.18,41.71,9.157
10.177,23.52,44.91,13.212
9.907,24.46,36.94,10.387
7.727,23.99,46.34,10.903
8.015,24.86,47.24,9.649
9.261,23.62,47.89,10.201
9.719,22.08,54.16,10.387
8.698,20.99,48.84,9.518
7.655,21.44,55.91,9.9
11.362,18.39,56.75,12.056
9.677,18.98,58.57,10.685
7.55,18.14,48.95,7.894
7.239,13.63,46.15,8.148
10.13,16.2,51.63,11.421
9.227,16.81,47.44,7.815
7.364,14.58,58.01,8.366
8.774,15.16,46.16,11.558
9.147,16.19,42.63,9.766
9.14,15.41,40.05,9.975
9.357,16.99,34.6,8.736
6.975,16.4,40.93,9.612
9.42,19.44,38.08,10.608
8.416,21.17,38.36,10.925
9.98,22.39,39.85,10.698
8.11,24.09,41.63,11.327
8.165,22.67,35.44,10.401
7.214,23.46,47.68,8.32
12.254,26.55,43.01,8.942
9.747,23.92,47.92,11.213
7.936,23.84,55.54,7.393
8.76,22.73,59.17,9.25
10.051,20.79,46.53,9.501
8.098,22.52,54.25,10.338
10.034,18.64,55.49,7.258
10.962,16.63,48.1,9.298
8.489,16.23,56.54,8.533
8.759,13.34,52.52,8.267
8.734,14.16,51.18,7.733
7.315,13.28,44.8,6.958
6.616,15.12,47.94,9.79
9.662,13.74,47.58,6.078
9.162,16.11,42.8,9.595
9.369,17.52,38.58,9.826
7.2,17.81,37.62,6.05
9.27,17.82,39.45,10.669
8.187,19.55,38.49,8.238
8.496,18.84,42.18,9.271
3.607,21.72,37.44,11.605
8.719,21.88,35.76,11.751
7.934,24.54,43.73,12.108
6.626,27.29,42.31,9.931
6.507,24.98,49.43,8.997
9.41,21.82,48.39,10.703
9.356,23.27,52.91,10.968
9.836,23.06,47.89,9.368
10.814,21.98,53.79,7.939
12.268,19.79,51.22,9.953
7.855,19.67,49.41,8.593
9.797,16.59,50.58,8.325
9.684,15.74,51.04,6.874
11.434,16.62,56.93,7.742
11.77,13.83,48.01,7.045
8.898,15.19,43.28,7.594
8.378,12.84,46.72,7.287
10.04,16.77,44.24,11.096
6.754,14.22,40.22,6.948
10.296,15.68,39.89,5.419
9.747,17.38,43.17,8.958
7.772,17.51,41.15,12.106
8.555,19.65,40.53,8.291
10.841,21.46,33.73,11.912
11.372,23.13,50.81,16.156
8.864,23.96,44.74,12.699
6.837,23.6,44.26,8.572
7.213,24.13,39.46,8.274
10.587,27.3,49.98,7.478
5.439,25.45,46.26,11.477
6.344,22.7,49.41,9.496
11.279,23.13,45.12,10.073
8.168,21.58,48.15,8.766
7.983,20.61,55.67,7.088
10.163,18.0,58.22,11.939
9.72,17.69,56.66,5.642
9.555,19.15,55.72,3.969
8.632,16.64,51.59,9.278
9.955,12.16,48.56,9.198
10.829,16.11,49.42,6.715
8.094,15.89,49.38,7.764
6.966,14.32,44.04,7.703
9.334,16.11,46.93,8.12
5.281,15.02,39.57,12.123
8.031,16.52,35.24,9.306
7.676,20.09,38.32,8.116
9.559,19.26,38.52,10.314
9.68,18.63,38.04,9.509
9.217,22.01,44.29,12.409
10.387,23.02,43.66,12.84
11.269,25.35,36.37,10.177
7.905,24.43,50.16,11.198
8.529,24.08,35.13,9.966
7.72,25.67,56.77,12.546
6.907,24.06,48.94,9.821
8.319,22.22,50.99,8.991
9.809,23.47,52.78,10.178
9.518,21.11,55.36,6.41
7.868,19.59,54.09,11.366
8.109,18.5,53.29,6.723
9.95,15.8,58.26,6.954
8.492,15.41,54.01,6.171
7.609,15.26,46.26,7.179
9.104,14.52,51.12,7.179
8.335,16.21,48.09,8.24
7.159,15.12,41.75,7.964
8.893,16.38,45.17,10.354
7.969,16.16,39.71,9.573
9.075,18.45,38.18,11.361
9.152,18.87,37.27,7.529
3.946,19.7,28.28,6.205
10.546,20.96,36.16,11.042
9.57,21.04,41.92,10.75
7.58,23.83,40.25,11.224
8.674,23.97,36.86,13.103
6.996,23.91,47.78,11.874
7.929,26.01,44.8,10.759
9.596,23.01,43.18,11.542
9.477,23.51,58.82,11.362
10.449,24.45,47.44,10.831
8.225,22.56,56.44,9.977
8.635,20.92,50.65,8.251
9.682,19.99,54.54,7.882
12.08,18.61,50.12,10.743
10.25,15.37,47.97,9.636
9.31,15.73,53.74,10.212
9.988,17.3,51.62,6.911
9.962,14.06,52.65,4.886
9.847,14.41,45.77,9.504
8.071,14.31,52.72,8.095
10.349,15.35,42.98,11.614
8.463,15.55,42.52,9.278
9.06,17.87,33.54,9.509
8.374,18.73,35.72,11.319
10.308,20.72,39.99,9.546
6.499,19.82,37.84,10.078
7.425,21.88,39.73,7.996
7.277,23.05,36.98,11.947
8.251,24.67,42.39,8.406
11.061,23.67,44.31,10.409
6.812,25.89,41.18,9.453
10.377,26.04,50.55,6.949
9.674,22.93,43.11,8.794
5.233,22.73,52.3,11.746
8.561,21.65,59.9,8.538
7.83,24.24,56.36,7.842
7.378,19.27,56.6,7.141
10.68,20.51,50.04,9.991
10.542,15.77,59.91,10.981
10.441,15.07,57.07,5.295
8.279,14.63,46.53,6.525
7.306,13.94,46.08,4.66
9.525,14.57,50.84,10.354
8.833,14.21,50.93,9.683
9.027,14.58,36.76,12.163
8.417,17.75,36.15,10.945
6.844,18.86,38.32,8.371
